[OK ] 2022-11-10 21:39:24	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:39:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:39:28	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:39:28	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-10 21:39:28	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:39:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:39:32	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:39:32	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-10 21:39:32	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:39:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:39:36	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:39:36	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-10 21:39:36	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:39:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:39:40	 PINGING http://192.168.1.123:3101
[WRN] 2022-11-10 21:39:43	 Post "http://192.168.1.123:3101/ping": dial tcp 192.168.1.123:3101: connectex: No connection could be made because the target machine actively refused it.
[INF] 2022-11-10 21:39:43	 PINGING again http://192.168.1.123:3101
[INF] 2022-11-10 21:39:49	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:39:53	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:39:57	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:02	 trying on 192.168.1.123:3100
[OK ] 2022-11-10 21:40:02	 connected on 192.168.1.123:3100
[INF] 2022-11-10 21:40:03	 The master is 192.168.1.123:3100
[INF] 2022-11-10 21:40:07	 trying on 192.168.1.123:3100
[INF] 2022-11-10 21:40:07	 trying on 192.168.1.123:3101
[OK ] 2022-11-10 21:40:07	 connected on 192.168.1.123:3101
[INF] 2022-11-10 21:40:07	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:09	 TRYING TO CONNECT TO http://192.168.1.123:3100
[OK ] 2022-11-10 21:40:09	 192.168.1.123:3101 has connected
[INF] 2022-11-10 21:40:09	 The master is 192.168.1.123:3100
[INF] 2022-11-10 21:40:11	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:40:11	 SENDING MAP TO FIRST JOINER
[INF] 2022-11-10 21:40:11	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:40:11	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[OK ] 2022-11-10 21:40:11	 UPDATED DATA ON THIS NODE!
[OK ] 2022-11-10 21:40:11	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:40:15	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:40:15	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:40:15	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-10 21:40:15	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:40:19	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:40:19	 PINGING http://192.168.1.123:3101
[INF] 2022-11-10 21:40:19	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-10 21:40:19	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-10 21:40:23	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-10 21:40:23	 PINGING http://192.168.1.123:3101
[WRN] 2022-11-10 21:40:26	 Post "http://192.168.1.123:3101/ping": dial tcp 192.168.1.123:3101: connectex: No connection could be made because the target machine actively refused it.
[INF] 2022-11-10 21:40:26	 PINGING again http://192.168.1.123:3101
[INF] 2022-11-10 21:40:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:44	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:48	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:52	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:40:56	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:00	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:04	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:08	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:12	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:24	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:44	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:48	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:52	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:41:56	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:00	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:04	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:08	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:12	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:24	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:44	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:48	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:52	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:42:56	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:00	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:04	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:08	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:12	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:24	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-10 21:43:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:10	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 20:59:10	 connected on 192.168.1.123:3100
[INF] 2022-11-11 20:59:12	 The master is 192.168.1.123:3100
[INF] 2022-11-11 20:59:13	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:14	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:15	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:16	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:17	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:18	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:19	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:20	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:21	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:22	 NO PING FROM MASTER!!!
[INF] 2022-11-11 20:59:24	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:44	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:48	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:52	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 20:59:56	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:00	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:04	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:08	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:12	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:23	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 21:00:23	 connected on 192.168.1.123:3100
[INF] 2022-11-11 21:00:25	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:00:29	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:33	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:37	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:41	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:41	 trying on 192.168.1.123:3100
[INF] 2022-11-11 21:00:41	 trying on 192.168.1.123:3101
[OK ] 2022-11-11 21:00:41	 connected on 192.168.1.123:3101
[INF] 2022-11-11 21:00:45	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:47	 TRYING TO CONNECT TO http://192.168.1.123:3100
[OK ] 2022-11-11 21:00:47	 192.168.1.123:3101 has connected
[INF] 2022-11-11 21:00:47	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:00:49	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:00:49	 SENDING MAP TO FIRST JOINER
[INF] 2022-11-11 21:00:49	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:00:49	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[INF] 2022-11-11 21:00:50	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:51	 NO PING FROM MASTER!!!
[WRN] 2022-11-11 21:00:51	 Post "http://192.168.1.123:3101/ping": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
[INF] 2022-11-11 21:00:51	 PINGING again http://192.168.1.123:3101
[INF] 2022-11-11 21:00:51	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[INF] 2022-11-11 21:00:52	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:52	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:53	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:53	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:54	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:54	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:55	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:55	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:56	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:56	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:57	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:57	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:58	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:00:58	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:58	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:00:59	 NO PING FROM MASTER!!!
[OK ] 2022-11-11 21:00:59	 UPDATED DATA ON THIS NODE!
[INF] 2022-11-11 21:00:59	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:00	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:01	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:02	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:06	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:10	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:14	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:18	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:22	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:29	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 21:01:29	 connected on 192.168.1.123:3100
[INF] 2022-11-11 21:01:32	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:01:34	 trying on 192.168.1.123:3100
[INF] 2022-11-11 21:01:35	 trying on 192.168.1.123:3101
[OK ] 2022-11-11 21:01:35	 connected on 192.168.1.123:3101
[INF] 2022-11-11 21:01:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:01:39	 TRYING TO CONNECT TO http://192.168.1.123:3100
[OK ] 2022-11-11 21:01:39	 192.168.1.123:3101 has connected
[INF] 2022-11-11 21:01:39	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:01:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:01:40	 SENDING MAP TO FIRST JOINER
[INF] 2022-11-11 21:01:40	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:01:40	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[INF] 2022-11-11 21:01:41	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:42	 NO PING FROM MASTER!!!
[WRN] 2022-11-11 21:01:42	 Post "http://192.168.1.123:3101/ping": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
[INF] 2022-11-11 21:01:42	 PINGING again http://192.168.1.123:3101
[INF] 2022-11-11 21:01:42	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[INF] 2022-11-11 21:01:43	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:43	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:44	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:01:44	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:02:56	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 21:02:56	 connected on 192.168.1.123:3100
[INF] 2022-11-11 21:02:58	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:03:02	 trying on 192.168.1.123:3100
[INF] 2022-11-11 21:03:02	 trying on 192.168.1.123:3101
[OK ] 2022-11-11 21:03:02	 connected on 192.168.1.123:3101
[INF] 2022-11-11 21:03:02	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:05	 TRYING TO CONNECT TO http://192.168.1.123:3100
[OK ] 2022-11-11 21:03:05	 192.168.1.123:3101 has connected
[INF] 2022-11-11 21:03:05	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:03:06	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:03:06	 SENDING MAP TO FIRST JOINER
[INF] 2022-11-11 21:03:06	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:03:06	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[WRN] 2022-11-11 21:03:09	 Post "http://192.168.1.123:3101/ping": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
[INF] 2022-11-11 21:03:09	 PINGING again http://192.168.1.123:3101
[INF] 2022-11-11 21:03:09	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[INF] 2022-11-11 21:03:15	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:16	 NO PING FROM MASTER!!!
[OK ] 2022-11-11 21:03:16	 UPDATED DATA ON THIS NODE!
[INF] 2022-11-11 21:03:19	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:03:19	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:23	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:27	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:50	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 21:03:50	 connected on 192.168.1.123:3100
[INF] 2022-11-11 21:03:52	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:03:54	 trying on 192.168.1.123:3100
[INF] 2022-11-11 21:03:55	 trying on 192.168.1.123:3101
[OK ] 2022-11-11 21:03:55	 connected on 192.168.1.123:3101
[INF] 2022-11-11 21:03:56	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100
[INF] 2022-11-11 21:03:56	 TRYING TO CONNECT TO http://192.168.1.123:3100
[OK ] 2022-11-11 21:03:56	 192.168.1.123:3101 has connected
[INF] 2022-11-11 21:03:56	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:04:00	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:00	 SENDING MAP TO FIRST JOINER
[INF] 2022-11-11 21:04:00	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:00	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3101
[OK ] 2022-11-11 21:04:00	 UPDATED DATA ON THIS NODE!
[OK ] 2022-11-11 21:04:00	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:04	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:04	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:04	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:04	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:08	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:08	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:08	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:08	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:10	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:12	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:12	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:12	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:12	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:14	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:16	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:16	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:16	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:16	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:18	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:20	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:20	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:20	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:20	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:22	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:24	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:24	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:24	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:24	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:26	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:28	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:28	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:28	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:28	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:30	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:32	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:32	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:32	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:32	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:34	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:36	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:36	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:36	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:36	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:38	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:40	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:40	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:40	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:40	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:42	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:44	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:44	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:44	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:44	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:46	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:48	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:48	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:48	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:48	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:50	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:04:52	 MASTER at 192.168.1.123:3100 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[INF] 2022-11-11 21:04:52	 PINGING http://192.168.1.123:3101
[INF] 2022-11-11 21:04:52	 FOLLOWER at 192.168.1.123:3101 nodemap: 192.168.1.123:3100 192.168.1.123:3101
[OK ] 2022-11-11 21:04:52	 PING RECEIVED FROM 192.168.1.123:3101
[INF] 2022-11-11 21:04:54	 NO PING FROM MASTER!!!
[INF] 2022-11-11 21:05:00	 trying on 192.168.1.123:3100
[OK ] 2022-11-11 21:05:00	 connected on 192.168.1.123:3100
[INF] 2022-11-11 21:05:02	 The master is 192.168.1.123:3100
[INF] 2022-11-11 21:05:04	 trying on 192.168.1.123:3100
